date,venue_id,capacity_adults
2024-12-06,635f9a728ef3ac05540086d2,80
2024-12-23,635f9a728ef3ac05540086d2,80
2024-11-09,635f9a728ef3ac05540086d2,80
2024-12-14,635f9a728ef3ac05540086d2,80
2024-10-17,635f9a728ef3ac05540086d2,80
2024-11-05,635f9a728ef3ac05540086d2,80
2024-11-19,64ca21027586c968a13385e2,30
2024-11-19,64ca20d71792c11020139712,60
2024-10-03,635f9a728ef3ac05540086d2,80
2024-12-21,635f9a728ef3ac05540086d2,80
2024-12-02,635f9a728ef3ac05540086d2,80
2024-12-12,635f9a728ef3ac05540086d2,80
2024-10-07,64ca21027586c968a13385e2,30
2024-10-07,64ca20d71792c11020139712,60
2024-10-12,635f9a728ef3ac05540086d2,80
2024-10-01,635f9a728ef3ac05540086d2,80
2024-10-16,64ca21027586c968a13385e2,30
2024-10-16,64ca20d71792c11020139712,60
2024-11-04,64ca21027586c968a13385e2,30
2024-11-04,64ca20d71792c11020139712,60
2024-11-06,635f9a728ef3ac05540086d2,80
2024-10-16,635f9a728ef3ac05540086d2,80
2024-10-22,635f9a728ef3ac05540086d2,80
2024-10-25,64ca21027586c968a13385e2,30
2024-10-25,64ca20d71792c11020139712,60
2024-12-08,635f9a728ef3ac05540086d2,80
2024-12-26,635f9a728ef3ac05540086d2,80
2024-11-16,64ca21027586c968a13385e2,30
2024-11-16,64ca20d71792c11020139712,60
2024-11-23,64ca21027586c968a13385e2,30
2024-11-23,64ca20d71792c11020139712,60
2024-12-31,64ca21027586c968a13385e2,30
2024-12-31,64ca20d71792c11020139712,60
2024-10-13,635f9a728ef3ac05540086d2,80
2024-11-20,64ca21027586c968a13385e2,30
2024-11-20,64ca20d71792c11020139712,60
2024-11-29,64ca21027586c968a13385e2,30
2024-11-29,64ca20d71792c11020139712,60
2024-10-21,635f9a728ef3ac05540086d2,80
2024-12-06,64ca21027586c968a13385e2,30
2024-12-06,64ca20d71792c11020139712,60
2024-12-24,64ca21027586c968a13385e2,30
2024-12-24,64ca20d71792c11020139712,60
2024-11-10,64ca21027586c968a13385e2,30
2024-11-10,64ca20d71792c11020139712,60
2024-11-03,64ca21027586c968a13385e2,30
2024-11-03,64ca20d71792c11020139712,60
2024-12-26,64ca21027586c968a13385e2,30
2024-12-26,64ca20d71792c11020139712,60
2024-10-10,64ca21027586c968a13385e2,30
2024-10-10,64ca20d71792c11020139712,60
2024-12-27,635f9a728ef3ac05540086d2,80
2024-10-25,635f9a728ef3ac05540086d2,80
2024-10-02,64ca21027586c968a13385e2,30
2024-10-02,64ca20d71792c11020139712,60
2024-10-30,635f9a728ef3ac05540086d2,80
2024-11-14,64ca21027586c968a13385e2,30
2024-11-14,64ca20d71792c11020139712,60
2024-11-18,635f9a728ef3ac05540086d2,80
2024-12-05,64ca21027586c968a13385e2,30
2024-12-05,64ca20d71792c11020139712,60
2024-11-16,635f9a728ef3ac05540086d2,80
2024-12-03,635f9a728ef3ac05540086d2,80
